title,date_company,content
[포토]코로나19 백신 접종을 위해 줄 선 고령자,2021.04.01 | 이데일리 | 다음뉴스,[사진공동취재단] 만 75세 이상 고령자들에 대한 코로나19 백신 접종이 시작된 1일 서울 송파구 체육문화회관에 마련된 예방접종센터에서 어르신들이 접종을 받기 위해 줄을...
"[포토]코로나19 백신 접종, 만 75세 이상 고령자",2021.04.01 | 이데일리 | 다음뉴스,[사진공동취재단] 만 75세 이상 고령자들에 대한 코로나19 백신 접종이 시작된 1일 서울 송파구 체육문화회관에 마련된 예방접종센터에서 어르신이 접종을 하고 있다...
"[포토]만 75세 이상 고령자, 코로나19 백신 접종",2021.04.01 | 이데일리 | 다음뉴스,[사진공동취재단] 만 75세 이상 고령자들에 대한 코로나19 백신 접종이 시작된 1일 서울 송파구 체육문화회관에 마련된 예방접종센터에서 어르신들이 접종을 하고 있다...
"경록, 73세 고령자 합격생 배출..""인강 반복수강해 공인중개사시...",2021.04.10 | 데일리안 | 다음뉴스,ⓒ사진제공=경록 73세 고령자 성○○ 씨가 부동산 전문 교육기관 ‘경록’의 공인중개사 인강 반복수강 위주로 공인중개사 자격증 시험을 준비해 합격의 꿈을 이뤘다. 성 씨...
'고령자 백신 접종',2021.04.01 | 뉴스핌,[서울=뉴스핌] 사진공동취재단 = 만 75세 이상 고령자들에 대한 코로나19 백신 접종이 시작된 1일 서울 송파구 체육문화회관에 마련된 예방접종센터에서 어르신들이 접종을...
"75세 이상 고령자, 4월부터 화이자 백신 맞는다",2021.03.15 | 한국일보 | 다음뉴스,"접종센터에서 의료진 대상 화이자 백신 접종이 진행되고 있다. 광주=뉴시스 75세 이상 고령자들이 다음달 1일부터 화이자의 코로나19 백신을 맞는다. 보호시설(주거, 주..."
영국서 아스트라 백신 고령자 효과 80%..프랑스도 고령자 접종 결정,2021.03.02 | 프레시안 | 다음뉴스,"아스트라제네카 백신) 임상시험과 관련한 추가적인 진행이 있고, 일부 국가에서는 고령자 접종 결과가 나오고 있다""며 ""(한국 방역당국은) 관련되는 다양한 자료들을 수집..."
"[세계로컬핫뉴스] 장수군, 화이자 백신 확보 물량 100% 접종..75...",2021.04.28 | 세계타임즈,"접종은 읍·면사무소를 통해 접종의사를 확인한 75세 이상 어르신 3,960명 중 초고령자 순 1,350명에 대한 접종을 완료했으며, 확보된 화이자 백신 기준 100%를 접종했다..."
90세 이상 초고령자도 백신 권유…다만 '발열·임종임박·혼수'땐...,2021.04.23 | 시사뉴스,요건땐 불필요 [시사뉴스 황수분 기자] 방역 당국이 기저질환을 보유한 90세 이상 고령자도 신종 코로나바이러스 감염증(코로나19) 백신 접종으로 이득이 위험보다 크다며...
[포토]만75세 이상 고령자 코로나19 백신 접종 실시,2021.04.01 | 아시아경제 | 다음뉴스,만 75세 이상 고령자들에 대한 코로나19 백신 접종이 시작된 1일 서울 송파구 체육문화회관에 마련된 예방접종센터에서 어르신들이 접종을 하고 있다./강진형 기자aymsdream@
"과천시, 1가구1주택 고령자 임대소득 세부담 완화 위한 ‘소득세...",2021.04.11 | 아시아일보,고령자 세부담 완화 목적 [아시아일보/이성규 기자] 과천시는 1가구1주택 고령자 임대소득에 대한 세부담 완화를 위해 기획재정부와 국세청에 소득세법 개정을 건의했다고...
"김제소방서, 화재없는 안전마을 현판식 행사 가져",1시간전 | 프레시안 | 다음뉴스,49세대에 주택용 소방시설 보급설치 등의 순으로 진행됐다. 이동환 방호구조과장은“고령자와 독거노인이 주민의 대다수를 차지하는 원거리 농촌지역은 화재 발생시 주민들...
"전주, 고령자 코로나 백신접종 수송버스 38대 투입",2021.04.06 | 전라일보,"""코로나19 2분기 접종에 만전을 기하고 있습니다. 고령자들의 원활한 접종에 최선을 다할 방침입니다"".전주시가 75세 이상 노인들의 코로나19 백신 접종을 지원할 수송버스..."
"""고령자·유병력자도 쉽게""…교보생명, 간편가입 건강보험 출시",2021.04.12 | 아시아투데이,아시아투데이 김지혜 기자 = 교보생명이 고령자와 유병력자도 쉽게 맞춤형 보장을 준비할 수 있는 ‘(무)교보간편가입건강보험’을 출시했다고 12일 밝혔다.이 상품은 3가지...
권영진 대구시장 AZ 백신접종..75세 이상 고령자 접종도 개시,2021.03.31 | 뉴시스 | 다음뉴스,AZ) 백신을 접종한다고 31일 밝혔다. 권 시장은 이날 오전 75세 이상 고령자들의 첫 접종이 이뤄지는 중구 예방접종센터를 방문해 접종자와 코로나19 예방접종 의료진들을...
"[SR경제&라이프] 교보생명, 고령자·유병력자 대상 간편가입 건강...",2021.04.12 | SR타임스,[SRT(에스알 타임스)타임스 전근홍 기자] 교보생명은 고령자와 유병력자도 쉽게 맞춤형 보장을 준비할 수 있는 (무)교보간편가입건강보험을 출시했다고 12일 밝혔다.이 상품...
"영국 ""AZ 백신 100% 자신""..유럽서 '고령자만 접종' 결정 이어져",2021.03.31 | 뉴시스 | 다음뉴스,아스트라제네카(AZ) 코로나19 백신의 효능을 100% 자신한다고 강조했다. 유럽에서는 고령자에만 아스트라제네카 백신을 접종한다는 결정이 연이어 나오고 있다. 로버트 젠릭...
[사설]고령자 백신접종 시작…준비 철저히,2021.03.31 | 경남일보,오늘부터 75세 이상 고령자를 시작으로 일반인 대상 신종 코로나바이러스 감염증(코로나19) 백신 접종이 본격화된다. 75세 이상 고령자는 화이자 백신을 맞는다. 정부는...
[포토] 심상정 '장애인고령자등지원주택10만호공급공동대책위원회...,2021.04.19 | 아시아투데이,투데이 이병화 기자 = 심상정 정의당 의원이 19일 국회 본청 앞 계단에서 '장애인고령자등지원주택10만호공급공동대책위원회 출범식 및 주거약자법 개정.주거유지지원서비스...
과천시 1가구 1주택 고령자 임대소득 세부담 완화 건의,2021.04.11 | 경기일보,과천시는 1가구 1주택 고령자의 임대소득에 대해 세부담을 완화하는 내용의 소득세법 개정을 기획재정부와 국세청 등에 건의했다고 11일 밝혔다. 시는 만 70세 이상인 1가구...
"저소득 장애인 및 고령자, 무릎인공관절 수술 지원",2021.04.13 | 대전경제뉴스,마라톤정형외과병원(원장 이정범)이 유성구 행복누리재단과 저소득 장애인 및 고령자를 위한 무릎 인공관절 무료수술 지원 협약을 맺었다고 밝혔다.이번 협약으로 마라톤...
"전남도, 정부에 섬 지역 고령자 백신 교체 요구",2021.03.17 | 노컷뉴스 | 다음뉴스,백신을 교체를 추진한다. 17일 전라남도에 따르면 섬 지역에 거주하는 75세 이상 고령자를 위해 코로나19 예방 백신을 화이자에서 아스트라제네카(AZ)나 얀센으로 바꾸는...
"도서지역 75세 이상 고령자, 섬 안에서 접종한다",2021.03.31 | 광주일보,"도서지역 75세 이상 고령자는 본인 희망에 따라 육지에 설치된 예방접종센터가 아닌, 도서지역 보건지소나 보건진료소, 병원선 등에서 코로나 19 백신 접종을 받을 수 있게..."
<포토> 화이자 코로나19 백신 접종 받는 75세 이상 고령자,2021.04.01 | 데일리안 | 다음뉴스,ⓒ사진공동취재단 만 75세 이상 고령자들에 대한 코로나19 백신 접종이 시작된 1일 오전 서울 송파구 체육문화회관에 마련된 예방접종센터에서 어르신들이 접종을 하고 있다...
<포토> 만 75세 이상 고령자 코로나19 백신 접종 시작,2021.04.01 | 데일리안 | 다음뉴스,ⓒ사진공동취재단 만 75세 이상 고령자들에 대한 코로나19 백신 접종이 시작된 1일 오전 서울 송파구 체육문화회관에 마련된 예방접종센터에서 어르신들이 접종을 하고 있다...
"전자신고 어려운 만 65세 이상 고령자, 장애인 지원.",2021.05.03 | 부자동네타임즈,[부자동네타임즈 김인수기자] 고양시가 5월 1일부터 31일까지 개인지방소득세 신고 관련 도움창구를 고양시청 문예회관 체육관에 설치·운영한다. 개인지방소득세는 지난해...
"""질문 3개로 간편 가입""…교보생명, 고령자·유병력자 '건강보험'...",2021.04.12 | 포쓰저널,포쓰저널 김지훈 4th.finance@gmail.com [포쓰저널=김지훈 기자] 교보생명은 고령자와 유병력자도 쉽게 맞춤형 보장을 준비할 수 있는 ‘(무)교보간편가입건강보험’을 출시...
"청양군, 교월리에 공공임대아파트·고령자복지주택 247세대 들어선다",2021.04.07 | 뉴스프리존,[청양=뉴스프리존]이진영 기자= 충남 청양군(군수 김돈곤)은 공공임대주택 120세대와 고령자복지주택 127세대를 갖춘 공공임대아파트·고령자복지주택 착공식을 갖고 본격적...
75세 이상 고령자 화이자 백신 접종 시작,2021.04.01 | kbc광주방송,"【 앵커멘트 】 오늘(1)부터 75세 이상 고령자에 대한 화이자 백신 접종이 시작됐습니다. 방역당국은 접종 대상자들에 대한 이동 편의를 제공하고, 대응 인력을 대폭 늘려..."
코로나19 예방접종 이상 반응 신속 대응반 운영…고령자 접종불안...,2021.04.20 | 중도일보,만 30세 이상 조기접종 대상자 1650명에 대한 코로나19 예방접종을 이어가고 있다. 고령자 등 우선 접종자에 대한 예방접종이 이루어지면서 불안감 해소를 위한 예후 필요성...
"기저질환 고령자 백신접종 괜찮나?..""중증 악화 막기위해 권장""",2021.03.21 | 연합뉴스 | 다음뉴스,코로나바이러스 감염증(코로나19)으로 인한 사망 등을 막기 위해 기저질환이 있는 고령자에게도 백신 접종을 권장한다는 입장을 재차 밝혔다. 코로나19 예방접종대응추진단...
"과천시, 1가구1주택 고령자 임대소득 세부담 완화 위한 '소득세법...",2021.04.12 | 이뉴스투데이,[이뉴스투데이 경기2취재본부 안상철 기자] 과천시는 1가구1주택 고령자 임대소득에 대한 세부담 완화를 위해 기획재정부와 국세청에 소득세법 개정을 건의했다고 9...
영동군 고령자복지주택 내년 10월 준공..208가구 입주,2021.03.19 | 연합뉴스 | 다음뉴스,충북 영동군의 65세 이상 저소득층 노인 208가구가 입주할 고령자복지주택이 내년 10월 준공된다. 고령자 복지주택 기공식 [영동군 제공. 재판매 및 DB 금지] 19일 영동군에...
"광주시 서구, 주거 약자 돌봄 '케어안심주택' 운영",57분전 | 스마트에프엔,"밝혔다. ‘금호시영 케어안심주택’은 서구가 광주도시공사와 업무 협약을 체결해 고령자에게 적합한 주거 환경을 조성하고 보건‧의료, 일상생활 지원 등 돌봄서비스가..."
"청양군, 공공임대아파트·고령자복지주택 착공",2021.04.07 | LG헬로비전,청양군이 공공임대주택과 고령자복지주택 공사에 들어갔습니다. 공공임대주택은 청양읍 교월1지구에 위치해 있으며 120세대 규모입니다. 군은 취약계층과 신혼부부 등을...
"[아! 이 금융상품] 교보생명, 고령자·유병력자 ‘간편가입 건강...",2021.04.12 | 이코노믹리뷰,"[이코노믹리뷰=진종식 기자] ◆교보생명, 고령자·유병력자 ‘간편가입 건강보험’ 출시 교보생명은 12일 고령자와 유병력자도 간편하게 보장을 준비할 수 있는 ‘(무)교보..."
[독자투고]75세이상 고령자 백신접종 대상자도 걱정! 자식도 걱정!,2021.04.06 | 전남인터넷신문,정부에서는 4월15일부터 지자체별로 접종 장소 1곳을 선정 75세이상 고령자에게 백신을 접종할 계획이다. 현장에서는 과도한 이상반응이 발생한다는 가짜 뉴스로 인해...
"[고령친화식품 보고서①] ""고령친화식품이 뭐죠?"" 10명 중 7명은 ...",4시간전 | 푸드투데이,[푸드투데이 = 황인선기자] 지난 2018년 이미 고령사회에 들어선 대한민국. 고령자 비율이 20%를 넘는 초고령사회까지는 약 5년 정도 밖에 남지 않았다. 고령자가 인구 구성...
작년 산재 사고 사망자 10명 중 4명은 60세 이상 고령자,2021.04.15 | 복지연합신문,지난해 산업재해 사고를 당해 숨진 노동자 10명 중 4명꼴로 60세 이상 고령자인 것으로 나타났다. 고용노동부가 14일 발표한 '2020년 산업재해 사고 사망 통계'에 따르면...
"과천시, 1가구1주택 고령자 임대소득 세부담 완화 위한 ‘소득세...",2021.04.11 | 인천일보,"▲ 인천일보, INCHEONILBO 과천시는 1가구1주택 고령자 임대소득에 대한 세 부담 완화를 위해 기획재정부와 국세청에 소득세법 개정을 건의했다고 11일 밝혔다. 시가 건의한..."
"내일부터 65세 이상 고령자 AZ 접종..""질환 있어도 맞아야""",2021.03.22 | MBN | 다음뉴스,"내과 - ""기저질환을 갖고 계신 분들이 백신 접종 후에 악화되었다는 증거는 없었거든요. 고령자에 있어서 중증으로 진행하는 걸 예방해주는 효과가 있다는 건 이미 입증이..."
"교보생명, 고령자·유병력자 위한 '(무)교보간편가입건강보험’ 출시",2021.04.12 | 팍스경제TV,"교보생명은 ‘(무)교보간편가입건강보험’을 출시했다고 12일 밝혔다. 이는 고령자와 유병력자도 쉽게 맞춤형 보장을 준비할 수 있는 간편심사보험으로, 3가지 질문에 답..."
"정부 ""올 7월부터 코로나19 사망자·중환자 수 대폭 줄어들 것""",6분전 | 데일리안 | 다음뉴스,"7월 이후부터는 방역 완화 조처를 시행할 가능성이 높기 때문에, 접종을 받지 않은 고령자라면 여전히 감염 위험이 남아있다""며 ""접종은 다른 누구를 위해서가 아니라 본인..."
"LH, 고령자 주거 지원..노인돌봄전달체계 개편 시범사업 실시",2021.04.06 | 한국정경신문,기자 hs.kpenews@gmail.com [한국정경신문=이혜선 기자] 한국토지주택공사(LH)가 고령자 주거 지원 사업을 실시한다.LH는 지난 1일부터 '노인돌봄전달체계 개편 시범사업'에...
"청양군, 공공임대아파트 '고령자 복지주택' 착공",2021.04.07 | 중부매일,［중부매일 이병인 기자］ 청양군(군수 김돈곤)이 공공임대주택 120세대와 고령자복지주택 127세대 건립사업을 시작했다고 7일 밝혔다.청양읍 교월1지구 공공임대주택 건립...
"과천시, 1가구1주택 고령자 임대소득 세부담 완화 위한 ‘소득세...",2021.04.11 | 경기매일,과천시는 1가구1주택 고령자 임대소득에 대한 세부담 완화를 위해 기획재정부와 국세청에 소득세법 개정을 건의했다고 9일 밝혔다. 시가 건의한 내용은 ‘만 70세 이상인 1...
"과천시, 1가구1주택 고령자 임대소득 세부담 완화 위한 ‘소득세...",2021.04.11 | 시대일보,과천시는 1가구1주택 고령자 임대소득에 대한 세부담 완화를 위해 기획재정부와 국세청에 소득세법 개정을 건의했다고 9일 밝혔다. 시가 건의한 내용은 ‘만 70세 이상인 1...
"교보생명, 고령자와 유병력자 위한 교보간편가입건강보험 내놔",2021.04.12 | 비즈니스포스트,교보생명이 고령자와 유병력자도 쉽게 가입할 수 있는 건강보험을 출시했다.교보생명은 간편하게 맞춤형 보장을 준비할 수 있는 '교보간편가입건강보험'을 출시했다고 12일...
"LH, '노인돌봄전달체계 개편 시범사업' 착수…고령자 주거지원",2021.04.06 | 아주경제신문,210가구 고령자 맞춤형 주택 개조가구당 400만원 규모의 수선급여 노인통합돌봄 사업 프로세스[그래픽=LH 제공]한국토지주택공사(LH)는 지난 1일부터 '노인돌봄전달체계...
"미 성인 3명중 1명, 코로나 백신 접종…고령자는 5명중 3명",2021.04.22 | 서울뉴스통신,26.4%인 8759만2000여 명은 백신 접종을 끝냈다. 취약 계층으로 분류되는 65세 이상 고령자로 범위를 좁히면 5명 중 4명꼴(80.6%)인 4406만1000여 명이 최소 1회 백신을...
"과천시, 1가구1주택 고령자 임대소득 세부담 완화 위한 ‘소득세...",2021.04.11 | 기호일보,과천시는 1가구 1주택 고령자 임대소득에 대한 세 부담 완화를 위해 기획재정부와 국세청에 소득세법 개정을 건의했다고 11일 밝혔다. 시가 건의한 내용은 ‘만 70세 이상인...
"광주광역시 서구, 케어안심주택 제공 ‘큰 호응’",41분전 | e대한경제,"입주시킨다.‘금호시영 케어안심주택’은 서구가 광주도시공사와 업무협약을 통해 고령자에게 적합한 주거환경을 조성하고 보건‧의료, 일상생활 지원 등 돌봄서비스가 통합..."
"LH, 고령자 맞춤형 주택 개조‧임대주택 공급",2021.04.06 | 매일일보,담당자 등이 상주하며 업무를 수행한다. 이 중 LH는 기술과 인력 지원을 통한 ‘고령자 맞춤형 주택 개조사업’을 추진하고 ‘맞춤형 임대주택’을 공급한다. 이를 통해...
"[고령친화식품 보고서②] ""나이들수록 귀찮아""...가정간편식이 좋아",4시간전 | 푸드투데이,[푸드투데이 = 황인선기자] 지난 2018년 이미 고령사회에 들어선 대한민국. 고령자 비율이 20%를 넘는 초고령사회까지는 약 5년 정도 밖에 남지 않았다. 고령자가 인구 구성...
"한화생명, 유병자·고령자도 가입 가능한 종신보험 출시",2021.03.25 | 지디넷코리아 | 다음뉴스,(지디넷코리아=차재서 기자)한화생명이 유병자·고령자도 간단한 조건으로 가입 가능한 '초간편가입 종신보험'을 출시했다고 25일 밝혔다. '초간편가입 종신보험'은 ▲3...
"75세 이상 고령자, 4월에 화이자 백신 맞는다",2021.03.15 | 머니투데이 | 다음뉴스,있다. / 사진공동취재단 /사진=홍봉진 기자 honggga@ 4월 첫째주부터 75세 이상 고령자를 대상으로 코로나19(COVID-19) 백신 예방 접종을 시작한다. 65세부터 74...
[포토]옹진섬 고령자 코로나 백신 접종 시작,2021.05.03 | 경인일보,옹진군 섬지역에 거주하고 계신 만75세 이상 어르신들을 대상으로 한 코로나19 백신 접종이 시작된 3일 오전 인천시 옹진군 영흥면 진두선착장에 도착한 행정선에서 어르신...
"교보생명, 고령자·유병력자도 가입 가능 '간편가입 건강보험' 출시",2021.04.12 | 뉴스웍스,[뉴스웍스=이한익 기자] 교보생명은 고령자와 유병력자도 쉽게 가입할 수 있는 (무)교보간편가입건강보험을 출시했다고 12일 밝혔다. 이 상품은 3가지 질문에 답하면 가입할...
"생보협회 ""헬스케어서비스 통해 운동자세 교정·보험료 할인 받으...",2시간전 | 헤럴드경제 | 다음뉴스,300만보를 달성하면 상품권 3만원권을 제공한다. 생보협회는 우리나라 65세 이상 고령자의 1인당 진료비가 2014년 333만원에서 2018년 449만원으로 증가하고 있다며 평소...
작년 산재 사고 사망자 10명 중 4명은 60세 이상 고령자,2021.04.14 | 뉴스파인더,[소지형 기자] 지난해 산업재해 사고를 당해 숨진 노동자 10명 중 4명꼴로 60세 이상 고령자인 것으로 나타났다.고용노동부가 14일 발표한 '2020년 산업재해 사고 사망 통계...
백신 접종 망설이는 고령자..이상 반응은 더 낮아,2021.03.25 | KBS | 다음뉴스,[KBS 광주]백신 접종 망설이는 고령자…이상 반응은 더 낮아 박지성 기자 (jsp@kbs.co.kr)
"동북지방통계청, 100살 이상 고령자 조사",2021.03.08 | KBS | 다음뉴스,"[KBS 대구]동북지방통계청은 오는 15일까지 '인구주택 총조사'를 위한 100살 이상 고령자 조사에 나섭니다. 지역의 조사 대상자는 대구 512명, 경북 210명으로, 통계청은..."
고난도 상품 숙려제 첫날..은행 '혼란'·증권 '여유',11시간전 | 뉴시스 | 다음뉴스,"상품에 해당되지 않기 때문이다. 또 고난도 상품인 주가연계증권(ELS)의 경우, 이미 고령자들을 대상으로 숙려제와 녹취가 이뤄지고 있었다. 한 증권사 관계자는 ""현장에서..."
"서울시 ""기저·만성질환 고령자, 모두 백신 접종 대상""",2021.03.24 | KBS | 다음뉴스,서울시가 기저 질환이나 만성 질환이 있는 고령자는 코로나19 백신 예방접종 대상이라고 재확인했습니다. 박유미 서울시 재난안전대책본부 방역통제관은 오늘(24일) 오전...
작년 산재 사고 사망자 10명 중 4명은 60세 이상 고령자,2021.04.14 | 한국NGO신문,연합뉴스] 지난해 산업재해 사고를 당해 숨진 노동자 10명 중 4명꼴로 60세 이상 고령자인 것으로 나타났다. 고용노동부가 14일 발표한 '2020년 산업재해 사고 사망 통계'에...
"정부 ""코로나19 백신 가짜뉴스 많다..7월부터 치명률 줄어들 것""",3시간전 | 아시아경제 | 다음뉴스,"7월 이후부터는 방역 완화 조처를 시행할 가능성이 높은 만큼 접종을 받지 않은 고령자는 감염 위험이 남아있다""면서 ""다른 누구를 위해서가 아니라 본인을 위해 접종이..."
"청주시 금천동, 75세 이상 고령자 백신접종 홍보",2021.04.04 | 동양일보,［동양일보 신우식 기자］청주 금천동행정복지센터는 75세 이상 고령자에 대한 코로나19 백신 접종 안내에 나선다. 금천동의 백신 접종대상자는 자가 이동이 가능한 1623명...
"LH, 고령자 주거지원 실시…'노인돌봄전달체계 개편 시범사업' 착수",2021.04.06 | 이투데이,한국토지주택공사(LH)는 '노인돌봄전달체계 개편 시범사업'을 통한 고령자 주거지원 사업에 본격 착수했다고 6일 밝혔다. 노인돌봄전달체계 개편 시범사업은 저소득층...
"간병인 매칭 플랫폼 '좋은케어', 시니어플랫폼 고도화로 정부과제...",12분전 | 머니투데이 | 다음뉴스,"분석하여 어휘들의 구조를 도식화하고 실시간 분석이 핵심 요소""라고 말했다. 이어 ""고령자의 감정과 기억력을 측정하는 기술로 시니어 케어 플랫폼 서비스의 고도화에 기여..."
"교보생명, 고령자·유병력자 문턱 낮춘 '교보간편가입건강보험' 출시",2021.04.12 | 공감신문,"만성신장질환으로 인한 진단·입원·수술이 포함된다. 이 경우에 해당하지 않는다면 고령자나 유병력자도 재해사망과 3대 질병, 생활습관병 등 각종 재해와 질병을 폭넓게..."
"[세계로컬핫뉴스] 광주 서구, 마음까지 따뜻한“케어안심주택”제공",3시간전 | 세계타임즈,"입주시킨다. ‘금호시영 케어안심주택’은 서구가 광주도시공사와 업무협약을 통해 고령자에게 적합한 주거환경을 조성하고 보건‧의료, 일상생활 지원 등 돌봄서비스가..."
"광주시 서구, 마음까지 따뜻한“케어안심주택”제공",3시간전 | 위키트리,"입주시킨다.‘금호시영 케어안심주택’은 서구가 광주도시공사와 업무협약을 통해 고령자에게 적합한 주거환경을 조성하고 보건‧의료, 일상생활 지원 등 돌봄서비스가 통합..."
향후 5년간 사회적기업에 1.3조 투입..3만개 일자리 창출,2시간전 | 헤럴드경제 | 다음뉴스,"2908곳으로 늘었다. 사회적기업이 고용 중인 노동자는 5만6354명으로 늘었다. 이 중 고령자, 장애인, 저소득자 등 취약계층은 3만4087명(60.5%)이다. 김영중 고용정책실장은..."
오늘부터 고령자 접종 예약...접종은 27일부터,2021.05.06 | 뉴스핌,[서울=뉴스핌] 정일구 기자 = 70~74세 어르신들의 신종 코로나바이러스 감염증(코로나19) 백신 예방접종 온라인 예약이 시작된 6일 오후 서울 영등포구 1339 콜센터에서...
70~74세 고령자 오늘부터 AZ백신 사전예약,2021.05.06 | 뉴스핌,[서울=뉴스핌] 정일구 기자 = 70~74세 어르신들의 신종 코로나바이러스 감염증(코로나19) 백신 예방접종 온라인 예약이 시작된 6일 오후 서울 영등포구 1339 콜센터에서...
"정부 ""백신 접종으로 7월부터 사망자 · 중환자 대폭 줄어들 듯""",3시간전 | SBS | 다음뉴스,"7월 이후부터는 방역 완화 조처를 시행할 가능성이 높기 때문에, 접종을 받지 않은 고령자라면 여전히 감염 위험이 남아있다""며 ""접종은 다른 누구를 위해서가 아니라 본인..."
'취약계층에 바리스타 교육을'..새 사회적기업 72개 인증,4시간전 | 뉴스1 | 다음뉴스,"결과 이같이 밝혔다. 현재 사회적기업이 고용 중인 노동자는 5만6354명, 이중 고령자·장애인·저소득자 등 취약계층은 3만4087명(60.5%)으로 나타났다. 사회적기업 유형별..."
"분조위 “신한은행, 라임펀드 불완전 판매한 고령자에 75% 배상하...",2021.04.20 | 일간NTN,"최저가입금액 이상의 투자권유한 소기업에는 69% 배상, 원금보장을 원하는 고령자에게 위험상품 판매한 사례인 일반투자자 A씨에는 배상비율을 75%로 정했다. 분조위는..."
"과천시, 1가구1주택 고령자 임대소득 세부담 완화 위한 ‘소득세...",2021.04.09 | 케이에스피뉴스,[케이에스피뉴스=김정훈 기자] 과천시는 1가구1주택 고령자 임대소득에 대한 세부담 완화를 위해 기획재정부와 국세청에 소득세법 개정을 건의했다고 9일 밝혔다.시가 건의...
접종 망설이는 고령자..이상 반응은 더 낮아,2021.03.24 | KBS | 다음뉴스,이상 일반인의 동의율도 84%에 머무르고 있습니다. 전남도는 우려를 줄이기 위해 고령자는 접종 후 상태 확인 기간을 일주일로 늘리는 등 관리를 강화하기로 했습니다. KBS...
"과천시, 1가구1주택 고령자 임대소득 세부담 완화 위한 ‘소득세...",2021.04.09 | 미디어이슈,[미디어이슈=박종완 기자] 과천시는 1가구1주택 고령자 임대소득에 대한 세부담 완화를 위해 기획재정부와 국세청에 소득세법 개정을 건의했다고 9일 밝혔다.시가 건의한...
"과천시, 1가구1주택 고령자 임대소득 세부담 완화 위한 ‘소득세...",2021.04.09 | 미디어투데이,과천시청 [미디어투데이=안상일 기자] 과천시는 1가구1주택 고령자 임대소득에 대한 세부담 완화를 위해 기획재정부와 국세청에 소득세법 개정을 건의했다고 9일 밝혔다...
"과천시, 1가구1주택 고령자 임대소득 세부담 완화 위한 ‘소득세...",2021.04.09 | 등잔일보,과천시는 1가구1주택 고령자 임대소득에 대한 세부담 완화를 위해 기획재정부와 국세청에 소득세법 개정을 건의했다고 9일 밝혔다. 시가 건의한 내용은 ‘만 70세 이상인 1...
"과천시, 1가구1주택 고령자 임대소득 세부담 완화 위한 ‘소득세...",2021.04.09 | 데일리와이,과천시청 [데일리와이=박주묵 기자] 과천시는 1가구1주택 고령자 임대소득에 대한 세부담 완화를 위해 기획재정부와 국세청에 소득세법 개정을 건의했다고 9일 밝혔다. 시가...
"핀란드·아이슬란드, 고령자에 AZ 백신 접종 재개",2021.03.25 | MBC | 다음뉴스,핀란드와 아이슬란드가 고령자에 대한 아스트라제네카 코로나19 백신 접종을 재개할 뜻을 밝혔다고 AFP통신이 보도했습니다. 핀란드 보건당국인 보건복지연구소는 현지시간...
"과천시, 1가구1주택 고령자 임대소득 세부담 완화 위한 ‘소득세...",2021.04.09 | 뉴스후,과천시청 [뉴스후=최병환 기자] 과천시는 1가구1주택 고령자 임대소득에 대한 세부담 완화를 위해 기획재정부와 국세청에 소득세법 개정을 건의했다고 9일 밝혔다. 시가...
"과천시, 1가구1주택 고령자 임대소득 세부담 완화 위한 ‘소득세...",2021.04.09 | 경기인터넷신문,[경기인터넷신문=김성현 기자] 과천시는 1가구1주택 고령자 임대소득에 대한 세부담 완화를 위해 기획재정부와 국세청에 소득세법 개정을 건의했다고 9일 밝혔다.시가 건의...
"광주광역시 서구, 마음까지 따뜻한 “케어안심주택” 제공",4시간전 | 미디어투데이,"입주시킨다. ‘금호시영 케어안심주택’은 서구가 광주도시공사와 업무협약을 통해 고령자에게 적합한 주거환경을 조성하고 보건‧의료, 일상생활 지원 등 돌봄서비스가..."
"광주광역시 서구, 마음까지 따뜻한 “케어안심주택” 제공",4시간전 | 케이에스피뉴스,"입주시킨다.‘금호시영 케어안심주택’은 서구가 광주도시공사와 업무협약을 통해 고령자에게 적합한 주거환경을 조성하고 보건‧의료, 일상생활 지원 등 돌봄서비스가 통합..."
"과천시, 1가구1주택 고령자 임대소득 세부담 완화 위한 ‘소득세...",2021.04.09 | 데일리연합,"데일리연합(월간, 한국뉴스신문) 주기범 기자 | 과천시는 1가구1주택 고령자 임대소득에 대한 세부담 완화를 위해 기획재정부와 국세청에 소득세법 개정을 건의했다고 9일..."
접종 망설이는 고령자..이상 반응은 더 낮아,2021.03.24 | KBS | 다음뉴스,이상 일반인의 동의율도 84%에 머무르고 있습니다. 전남도는 우려를 줄이기 위해 고령자는 접종 후 상태 확인 기간을 일주일로 늘리는 등 관리를 강화하기로 했습니다. KBS...
"과천시, 1가구1주택 고령자 임대소득 세부담 완화 위한 ‘소득세...",2021.04.10 | 여성종합뉴스,[여성종합뉴스/이경문 기자] 과천시는 1가구1주택 고령자 임대소득에 대한 세부담 완화를 위해 기획재정부와 국세청에 소득세법 개정을 건의했다고 9일 밝혔다.시가 건의한...
"장애인·고령자, 도소매·숙박·음식점 웹사이트 접근성 '미흡'",2021.03.29 | 연합뉴스 | 다음뉴스,과학기술정보통신부 [연합뉴스TV 제공] (서울=연합뉴스) 정윤주 기자 = 장애인과 고령자 등 디지털 취약계층은 지난해 국내 웹사이트 중 '도매 및 소매업'과 '숙박 및...
