id,question
972,"어제는 우연하게 동네 친구를 만났는데, 너 아직 호주에 있는 거 아니었냐고 묻는 거야."
973,항상 붙어다니는 친구가 3명 있거든.
974,차라리 학교 다닐 때가 나았다 싶어요. 친구들도 자주 못 보고.
975,친구들한테도 연락하기 힘들어.
976,친구도 뭐… 그냥 형식적인 사이고…
977,얼마 전에 걔한테 진짜 크게 배신 당했어.
978,고등학교 때 친하게 지냈던 친구한테 배신 당한 적이 있어.
979,우리집 가정사를 다 얘기할 만큼 친한 친구였는데…한 순간 배신 당했어.
980,"가족이랑 친구들 다 일본에 있는데, 힘든 일 있어도 얘기할 사람 하나 없고…."
981,아는 사람은 교회나 남편 친구들밖에 없어.
982,저는 여자들이랑은 잘 어울리는데 동성 친구는 한 명도 없어요.
983,버릇이 없다나 뭐라나.
984,"당신은 애들한테 신경이나 쓴 적 있냐, 늦게 들어올 때 내 눈치 본 적 있냐, 내가 힘들다고 하면 뭘 그렇게 잘 해줬냐고…"
985,자기 마누라를 갖고 놀았다나..뭐라나…
986,학교 가는 데에만 2시간씩 걸리는 게 너무 아까운 거야.
987,소묘를 전공해서 더 그런 것 같아요.
988,고등학교는 상고 나왔어요.
989,"고등학교 때는 친구들이랑 별 문제 없이 잘 지냈는데, 선생님과 사이가 안 좋았어요."
990,그런데 담임 선생님이 저를 못마땅하게 보는 거 같아요.
991,다른 애들도 다 졸고 있는데 저한테만 왜 자냐고 혼내키고…
992,"학교를 잘 안 나가니까, 출석미달로 뜬 수업이 많았어요."
993,원래 학교는 좀 띄엄띄엄 다니긴 했거든.
994,학교에 등록은 해놓고 1학기는 거의 안 나갔어요.
995,"중학교 때, 같은 반 남자애들이 왕따를 시켰어. 내가 여자 애들하고만 놀았는데, 그게 못마땅했던거지."
996,중학생 때부터 왕따를 당했어요.
997,고2 때 왕따를 당했어요.
998,결국 학교 그만 뒀어요.
999,학교도 그만뒀어.
1000,고1때 자퇴했어.
1001,난 계속 공부를 해서 박사까지 따고 싶거든?
1002,유치원 특수 어린이 교육 과정을 밟고 있어요.
1003,그때 온갖 사교육은 다 받은 거 같아.
1004,작년부터 성적이 더 나빠졌어.
1005,머리가 나쁜 편이야.
1006,남들 두 배로 공부해야 겨우 중간 정도 유지하는데…
1007,저는 혼자 공부했는데 성적이 괜찮은 편이었어요. 그래도 친구들에 비해 부족한 감이 있었어요.
1008,공부도 그럭저럭 하는 편이라 괜찮은 학교에 들어갔어요.
1009,중학교 때는 성적이 늘 상위권이었어요.
1010,학교 다닐 때는 전교권이었어.
1011,친구들이 항상 모르는 문제 나한테 물어보고 그랬지.
1012,학교 다니면서 힘들 때도 많았지만 제가 꿈 꿨던 일이라 정말 열심히 공부했어요.
1013,그러니까 완전 난리가 난 거야.
1014,"어디 산다더라, 뭘 입는다더라, 뭘 먹었다더라, 무슨 머리를 했다더라, 그런 거요."
1015,마침 되게 잘 봐주는 곳이 옆 동네에 있었어.
1016,다행히 수술은 잘 됐는데… 이게 잘 재발한다는 거예요.
1017,딱히 요즘 힘든 건 없었어요.
1018,그 후에 딱히 큰 이상은 없었어요. 지금도 그렇구요.
1019,그러다 말았고 이제는 또 안 그래서 그냥 잊고 사는데…
1020,그래서 이 얘기도 했는데 그 덕분인지 진짜 증상이 확 줄었거든.
1021,상담 덕분인지 뭔지 모르겠지만 하여튼 우울감도 줄고 환청도 안 들리게 됐어.
1022,첨에 그게 나타난 게 한 7년 쯤 됐나?
1023,내일은 좀 낫겠지 내일은 좀 낫겠지 싶었는데 계속 똑같아.
1024,여전한데 그냥 안 가고 있어.
1025,특별히 스트레스 받을 일은 없어요.
1026,특별히 무슨 일이 있거나 그런 건 아니에요.
1027,학교에서 누가 괴롭히거나… 그런 건 없는데요.
1028,"실수 좀 해도 괜찮다, 틀려도 괜찮다 생각은 하긴 하는데 잘 안 돼."
1029,그래서 혼자 잘 다독이고 의연하게 지내려고 노력했어요.
1030,"그럴 일 없다, 안 그럴 거다 스스로 다스려봤는데 잘 안 됐어요."
1031,"어떻게든 진정을 해보려고, 심호흡을 하는데도 소용이 없더라고."
1032,"캔들 있잖아, 그것도 사다가 피워 보고… 근데도 아무 소용이 없더라."
1033,마음을 편하게 먹어 보려고 했는데 그게 잘 안 되더라고…
1034,일부러 술 생각 안하려고 야간 헬스장 다니면서 미친듯이 운동도 했어.
1035,가벼운 운동도 하는 게 좋다고 해서… 운동도 하려고.
1036,일부러 운동으로 몸을 혹사 시켜서 거의 기절하듯이 자고는 있는데…
1037,그냥 집에서 푹 쉬면 되겠지 싶어서 그날은 집에 일찍 들어가서 쉬었지.
1038,너무 힘든 날은 하루종일 집에서 쉬었어.
1039,힘들면 잠시 앉아서 쉬면 낫더라고..
1040,가슴도 답답한 게 터져버릴 것 같고…
1041,잠에서 깨어날 때 위에서 누가 누르는 것처럼 가슴이 답답해.
1042,가슴에 돌덩이 올려놓은 것처럼 답답하고…
1043,가만히 있는데도 가슴이 벌렁벌렁 떨리고…
1044,일주일에 세 번 정도 가슴이 미친 듯이 뛰어요.
1045,자꾸 그 생각만 하면 가슴이 쿵쿵 뛰는 것 같아요.
1046,회사에서 일하는데 갑자기 가슴이 찌릿 통증이 오는 거에요.
1047,원래도 약간씩 가슴이 아플 때가 있었어요.
1048,명치 쪽이 너무 아파서 바닥에 누워있다가 겨우겨우 일어났어요.
1049,무슨 큰 병이라도 있는 건 아니겠죠?
1050,병원에 가봐야 할까요?
1051,제 몸에 무슨 문제가 있는 거 아닐까요?
1052,어쩔 때는 사람을 막 패고 싶기도 해.
1053,손에 잡히는 거 아무거나 잡아가지고 한바탕 난리를 부렸어.
1054,누군가 나를 치기 전에 내가 먼저 쳐야 하는 거 아닌가 이런 생각도 들고.
1055,자다가 갑자기 숨이 안 쉬어져서 눈을 떴어. 머리가 핑핑 돌고 죽을것 같아서 바로 응급실에 갔지.
1056,처음 공황발작이 있던 건 작년쯤이었어요.
1057,나중에 알고 보니까 이게 공황 발작 증상이라더라.
1058,"알바하는 중에 그 오빠 페북에 들어가봤는데, 약간 나한테 쓴 거 같은 글이 있는 거야."
1059,내가 열 번 스무 번 생각해봤는데 아무래도 내 이야기가 맞는 거 같아.
1060,저를 보호해주려고 미행을 붙인 거 아닐까요?
1061,"오전 수업을 들으려면 8시에는 일어나야 하는데, 엄마가 깨우지 않으면 일어나지도 못해요."
1062,수업 빠지면 뭐… 아침에 내내 잠만 자는 거지.
1063,그리고 하루 동안 몰아서 12시간 넘게 잠만 자요.
1064,그리고 또 요즘들어 기억력이 자꾸 떨어지는 것 같아.
1065,"일할 때도 손에 컵 들고, 어디 있는지 찾고… 이게 한 두 번이 아니라서 심각한 것 같아."
1066,근데 한 두 달전부터 자꾸 잘 잊어버리는 거에요. 핸드폰 손에 쥐고 찾는 건 기본이에요.
1067,"잠도 못 자고 날밤 샐 때가 많고, 몇 분 전 있었던 일도 까먹고, 일에 집중할 수가 없더라고요."
1068,금방 있었던 일도 아득하게 멀게 느껴져. 피부에 딱 안 와 닿는다고 해야 될까?
1069,"기억력도 안 좋아진 것 같고, 어디 한 군데 집중하기가 힘들어요."
1070,근데 다음날이 되니까 기억이 하나도 안 나는 거야.
1071,그 전에 병원을 다니면서 치료를 받긴 했는데 자세한 건 기억이 안 나요.
1072,부모님 집까지 온 건 알겠는데… 어디를 가야 할지 모르겠어서 발길 닿는 대로 걸었어요.
1073,5일 전에는 새벽에 일어나서 화장실을 가다가 순간적으로 정신을 잃었어.
1074,새벽에 일어나서 화장실을 가는데 갑자기 힘이 쫙 풀리면서 쿵 하고 쓰러졌어요.
1075,저는 소파 아래에서 빨래 개고 있다 맞아서 잠깐 기절했어요.
1076,"제 친구도 지하철 멀미가 있다고 해서 안심을 했는데, 한 번 기절할 뻔하고 나니까 그게 아닌 거 같은 거예요."
1077,기절할 것 같은 느낌이 들어서 중간에 내렸어.
1078,기절하는 줄 알았어요.
1079,사람 많은 곳도 별로 안 좋아해요.
1080,"동기 모임도 안 나가고, 서서히 사람들과의 접촉이 줄어들었어요."
1081,사람들한테 안 맞춰줘도 되고 편하니까 점점 혼자 다니게 되더라고요.
1082,말도 한마디 안 걸고… 저도 지기 싫어서 먼저 말 안 했죠.
1083,서로 말도 잘 안 걸어.
1084,"말 한마디도 대꾸 안하고, 지금 카톡오는 거 다 씹고 있어."
1085,"일할 때도 무슨 일이 생긴 것도 아닌데, 가슴이 두근두근해서 누가 알까봐 긴장돼요."
1086,그때부터 가슴이 막 두근두근하는거야. 진정하려고 손으로 눌러도 계속 두근두근…
1087,"심장도 막 두근두근하는 게 느껴지는데, 이대로 앉아 있을 수가 없겠더라고요."
1088,"요즘에 불면증이 좀 심해졌는데, 수면을 충분하게 취하지 못하니까 심장이 불쾌하게 두근거려."
1089,"몸은 진짜 피곤한데, 잠이 안와요. 누우면 계속 뒤척이고, 심장이 두근두근거려요."
1090,"어제는 잠이 안 오니까 심장이 두근거리고, 심장이 두근거리니까 못 잤어."
1091,그런데 열흘 전부터는 골이 쪼개질 듯이 아픈 거야.
1092,저녁에 머리가 제일 많이 아파.
1093,머리 위에 꼭 누가 바위라도 얹어놓은 것 같아요.
1094,저녁엔 두통이 심해서 못 자.
1095,새벽까지 두통 때문에 뒤척이다가 해가 뜨면 지쳐서 잠들어.
1096,"아티반을 처방받았는데, 머리가 아프고 술 마신 것처럼 몽롱하고, 잠도 2시간 밖에 못 잤어."
1097,그때부터 몸이 절절거려서 아무것도 할 수가 없어요.
1098,학부모 눈을 못 마주치겠어요. 잘못한 것도 없는데 너무 떨리네요.
1099,떨면서 문 열고 무릎 꿇고 싹싹 빌었죠. 잘못했다고.
1100,"회사에서 야근을 많이 하는 것도 아닌데, 난 왜 이렇게 피곤할까?"
1101,잠을 많이 자면 많이 잔 대로 피곤하고… 적게 자면 적게 자는 대로 피곤해요.
1102,"조금만 움직여도 피로가 금방 느껴지니까, 생활 반경이 작아지는 게 느껴져요."
1103,특별히 뭐 잘 못 먹은 것도 아닌데 속이 안 좋아요.
1104,특히 밤에 잘 때 누워있으면 속이 이상해요.
1105,"빈속이어도 속이 안 좋을 수 있긴 한데, 그렇다고 밥을 아예 안 먹은 것도 아니거든요."
1106,살 이유가 없어.
1107,남들하고 다 똑같이 살아서 뭘 하나 싶어.
1108,사는 게 의미가 없어.
1109,방학 되면 그냥 집에 있었어요. 아무것도 안 하고…
1110,아무 것도 하기 싫어서 종강하자마자 집에만 틀어박혀 있고…
1111,하루를 대부분 누워서 흘려 보내는 거 같아요.
1112,기운도 하나도 없고 하고 싶은 일도 없고. 그냥 무슨 욕구 같은 게 없고…
1113,1월부터 에너지가 없어서 아무것도 하기 싫어. 의욕이 안 생겨.
1114,"뭘 하고 싶은 의지가 없고, 기운도 없어요."
1115,"지옥을 맛보게 해준다고 협박한 게 생각나고, 목 조르고, 때리는 게 계속 떠올라."
1116,요즘은 다른 생각은 하나도 안 들어.
1117,왠지 뭘 자꾸 빼먹은 거 같고…
1118,그 때 그 상황을 잊을 수가 없어요.
1119,눈 감으면 눈앞에 솥뚜껑 같은 남편 손이 막 날아다녀.
1120,그 남자 무서운 눈빛 같은 게… 자꾸 눈앞에 어른거리고.
1121,"책상 서랍이 닫혔는지 계속 확인하고, 문도 분명 잠갔는데 불안해서 다시 확인하고…"
1122,내가 원해서 계속 반복적으로 확인을 하는 게 아니야.
1123,확인만 하다가 하루가 다 가는 기분이에요.
1124,사람들이 잘 안 듣는 거 같으면 내 얘기의 요점을 자꾸 반복해서 말하게 돼.
1125,"제가 무슨 말을 했는데 상대방이 반응이 미적지근하거나, 대답이 시원찮으면 또 말하게 돼요."
1126,반복적으로 이야기를 하는 게 저도 의식이 되거든요.
1127,"퇴근할 때 문단속을 제가 하는데, 문고리를 보통 3번 4번은 확인해야 마음이 놓여요."
1128,"작년 여름부터 대문, 트렁크 할 거 없이 제대로 잠겼는지 여러 번 확인을 해야 마음이 편했어요."
1129,특히 외출할 때 집 문을 잠갔는지 계속 확인을 하게 되더라.
1130,손을 자주 씻어요.
1131,하루에 30번 이상은 손을 씻는 것 같아.
1132,너무 많이 씻어서 주부습진이 생겼어.
1133,그 뒤로는 퇴근할 때마다 이게 제대로 꺼졌는지 여러 번 확인해요.
1134,계속 반복적으로 확인을 해야 마음이 편해요.
1135,강아지한테 밥 줬나… 화장실 정리는 했나… 가스는 잠갔나… 생각날 때마다 확인해요.
1136,발작증상은 반년에 한번 정도 오는 것 같아.
1137,괜찮았는데… 간헐적으로 경기를 하게 되더라고.
1138,물 마시고 잠시 쉬고 있는데 발작 증상이 나타났고 1시간 정도 지속됐어.
1139,"원래 머리 닿자마자 바로 잤는데, 지금은 잠이 안와서 계속 뒤척이다 새벽 5시쯤 자는 것 같아요."
1140,잠 푹 잤던게 언제인지 기억이 안 나.
1141,그게 어떻게 모은 돈인데… 그때 일만 생각하면 잠도 안 와.
1142,"어제는 자려고 누웠는데, 자는 동안 뭔가 일어날 것 같아서 불안한거에요. 잠을 못 자요."
1143,맘이 불안하니까 잠들기도 힘들고…
1144,잠도 안 오고 불안하고…
1145,밤에 누워 있으면 별별 잡생각이 다 들어요.
1146,잠자리에 누우면 쓸데없는 생각만 들어요.
1147,이런저런 생각 하다 보면 시간이 훌쩍 지나요.
1148,"스트레스가 있긴 했는데, 잠을 좀 설치는 거 말고는 다른 건 없었어."
1149,"스트레스는 계속 받았는데, 잠을 제대로 못 자는 정도였지 다른 증상은 없었어요."
1150,아무튼 이게 되게 스트레스였는지 잠도 좀 잘 못 자고…
1151,꿈도 많이 꾸고 작은 소리에도 깜짝 놀라서 깨곤 했어요.
1152,힘들게 잠들어도 중간에 잘 깨고 다시 잠들기도 힘들어.
1153,예민해서 잠을 설칠 때도 있구요.
1154,"계속 자다 새벽에 깨고, 뭔가 자도 개운치 않은 느낌이 몇 년 동안 계속 있었거든."
1155,불면증 약을 처방 받았는데도 효과가 별로 없었어요.
1156,계속 불면 중이에요.
1157,잠을 자도 개운하지가 않았어요.
1158,잠도 안 오고... 그래서인지 힘도 없고 피곤해.
1159,잠을 자도 잔 것 같지 않고… 낮에는 병든 닭처럼 비실비실 해요.
1160,생리가 2달인가 안 나왔는데 대수롭지 않게 넘어갔어요.
1161,그런데 스키장 다녀오고부터 생리가 안 나오는 거야.
1162,생리가 규칙적이지 않아요.
1163,남편이 저보고 강해졌대요.
1164,나 원래 안 그랬거든. 항상 자신감에 차있고.. 굉장히 긍정적인 성격이었거든..
1165,원래 굉장히 친화력이 좋은 편이었는데..성격이 완전 바뀐 느낌이예요.
1166,"근데 갑자기 막 하고 싶어지고, 야동도 찾아보게 되고, 자위도 처음 해봤어요."
1167,"자위도 혼자 처음 해보고, 성적인 욕구가 는 것 같아요."
1168,자위를 처음 해봤어요.
1169,언제부터였지? 소화가 잘 안 되는 거 같아요.
1170,8살 때는 제 밥 다 먹고 동생 것도 엄청 먹다 체한 적도 있어요.
1171,항상 배가 차가워.
1172,"뭐 사왔으니까 먹었는데, 밥을 먹고 먹어도 속이 쓰린 거야."
1173,근데 그걸 먹고나서부터 속이 너무 쓰린 거야.
1174,"한 번은 속이 쓰려서 새벽에 깼는데, 남편은 너무 평화롭게 잘 자는 거야."
1175,눈이 나빠졌어.
1176,안경을 써도 렌즈를 껴도 이러니… 도저히 어떻게 해야 할지 모르겠어.
1177,그리고 나서 깨고 별 생각 없었는데 그 후부터 눈이 잘 안 보여.
1178,입이 까칠해서 먹고 싶지도 않고…
1179,밥 먹는데 뭔가 모래알 씹는 느낌이어서 커피만 계속 마셨어요.
1180,하루에 한 5~6잔 정도? 속은 안 쓰리더라고요.
1181,"5일 동안 밥도 제대로 못 먹고, 잠도 거의 못 잤어."
1182,그날 이후로는 잠을 잘 수도 밥을 먹을 수도 없어요.
1183,밥맛도 없고… 잠을 깊게 못 자요.
1184,식욕이 뚝 떨어져서 한 달에 3키로가 한꺼번에 빠졌어.
1185,입맛도 없어서 커피만 하루에 대여섯잔 마시다보니 살도 6kg이나 빠졌어.
1186,식욕이 엄청 떨어졌어.
1187,"중간 쯤 되는 자리에 앉아서 수업을 듣는데, 목이 너무 떨려서 꼭 머리가 떨어질 거 같은 거예요."
1188,3년 전에 강의실에서 강의를 듣는데 갑자기 목이 가눠지지 않는 거야.
1189,3년 전에 500명 이상이 모여서 강의를 듣는데 갑자기 목을 가누지 못할 정도로 이상이 와서 힘들었어요.
1190,꿈에서 대낮에 걷고 있는데 갑자기 남자 둘이 제 팔을 잡고 끌고 가서 입을 막고 트렁크에 싣고 가는 거야.
1191,그러다 무슨 폐건물 이런데 가서 톱 같은 걸 들고 나한테 다가오는 거야.
1192,"눈을 떴을 때, 내 눈에 잘린 내 팔이 보여."
1193,하루라도 안 마시면 뭔가 허전해요.
1194,술이 깨면 다시 또 술을 마시고…반복이예요.
1195,내가 술을 진짜 많이 마시거든? 거의 중독 수준으로.
1196,물구나무 서면 피가 머리로 쏠리잖아요. 그게 내내 계속되는 느낌?
1197,나도 모르게 스트레스 엄청 받았는지 어제 샤워하는데 갑자기 막 어지럽고 현기증이 나는거야.
1198,술 먹은 것처럼 주변이 빙빙 도는 느낌? 그래서 중간에 나왔어. 더 있으면 쓰러질 것 같아서…
1199,휴학하고 나서 계속 집에 있었어요.
1200,잘 나가지도 않고… 아주 가끔 필요한 거 있을 때만 나갔어요.
1201,"증상이 좋아졌다가 악화됐다가 하는데, 작년에는 세 달 동안 침대 밖으로 나오지를 못했어요."
1202,점심 먹고 이 닦으러 화장실 가는데 귀에서 뭔가 삐익 소리가 들리고… 무슨 문제가 생긴건지 걱정되요.
1203,심장 두근대는 소리가 귀에서도 계속 들리는데… 미치겠어.
1204,아무것도 없는데 귀에서 벌레 날아다니는 소리가 계속 들리거든?
1205,내 안에 다른 내가 있는 느낌?
1206,거울 속의 내가 낯설게 느껴져.
1207,가끔씩 내가 내가 아닌 느낌이 들어.
1208,사소한 일에도 실수가 많아진 거 같아요.
1209,친구들이랑 대화를 할 때도 단어가 잘 안 떠올라.
1210,인지능력도 떨어진 것 같아.
1211,죽어버리려고 몽롱한 정신으로 팔목을 그었어.
1212,집에서 술을 잔뜩 마시고 홧김에 옥상에 올라갔어요.
1213,너무 불안해서 출근해서도 일을 제대로 할 수 없었어. 주변 사람들한테 피해를 주는 게 너무 괴로워서 자살하려고 했어.
1214,내가 날 어떻게 할 수 없을 것 같아 자해도 했어.
1215,그래서 커터칼로 팔을 그었어.
1216,아픔이 느껴지면 이상한 생각이 안 들 거 같아서 피가 날 때까지 딱지 앉은 곳을 헤집곤 했어.
1217,어제도 손발이 갑자기 저린거야. 순간 또 마비될 거 같은 기분이 들어서 칼슘을 먹었어.
1218,그랬더니 그 다음부터 손발이 저리기 시작하는 거야.
1219,"평소처럼 중앙자리에 앉았는데, 자리에 앉고 나서 10분? 20분 쯤 지나니까 손발이 저리더라."
1220,집에 아무도 없고… 그냥 거기서 죽을지도 모르겠단 생각이 들었어요.
1221,너무 힘들고… 이러다가 비명횡사하는구나 싶었어.
1222,목이 졸려서 죽을 것 같았어요. 너무 무섭고…
1223,그러고 얼마지 않아 숨이 안 쉬어지면서 죽을 것 같은 느낌이 들었어요.
1224,그래서 한참동안 소파에 앉아서 숨만 골랐어요. 죽을 것 같아서.
1225,숨이 너무 차서 창문을 열었는데도 진짜 죽을 것 같았어요.
1226,그리고 매 순간 정신이 다른 데에 팔린 느낌? 현재 이 순간에 집중을 해야 하는데… 머릿속이 뿌연 느낌.
1227,"일부러 그러는 것도 아닌데, 딴생각이 그냥 머리에 흘러 들어온다는 느낌?"
1228,머릿속에서 계속 맴돌기만 하고 정작 적으려고 하면 잘 안 된다고 해야 하나.
1229,근데도 체력이 딸리는 거 같아.
1230,몸무게는 그대로인데 체력은 엄청 떨어졌어.
1231,체력도 계속 떨어져서 힘들어.
1232,그러고 사니까 살이 6kg이나 빠지더라고요.
1233,"계속 잠 제대로 못 자고 불안하고, 밥도 먹는 둥 마는 둥 하니까 살도 6kg이나 빠졌어."
1234,그랬더니 살이 10KG이상 빠지더라고요. 개강 하니까 다들 놀랬죠.
1235,움직이는 양이 줄어드니까 살도 많이 쪘어요.
1236,몸무게도 늘고요.
1237,그걸 반복했더니 1년 사이에 10키로가 넘게 찌더라.
1238,놀이동산에 자이로드롭을 타고서부터 컨디션이 계속 안 좋았어. 장기가 중력을 심하게 받아서 그런가…
1239,하루종일 몸이 가라앉아 있어요.
1240,다리에 추라도 달아놓은 것처럼 무거워요.
1241,한 군데 고치면 다른 데가 아프고…
1242,나는 아파죽겠는데.
1243,며칠 전에는 집에서 그냥 TV를 보고 있는데 너무 아픈 거예요.
1244,목이 너무 아파요.
1245,목을 돌리지도 못할 정도로 아파요.
1246,"오히려 앉아 있을 때는 괜찮은데, 눕기만 하면 목에 통증이 더 심해져요."
1247,통증이 온몸을 돌아다니는 거 같아.
1248,온몸이 쑤셔서 죽겠어.
1249,몸이 안 아픈 곳이 없어.
1250,"의사가 주사를 놔주더라고. 거기까진 좋은데, 그 뒤로 이번에는 허리가 아픈 거야."
1251,허리가 많이 아파서 잘 못 움직여요.
1252,엎드리거나 옆으로 누워서 자면 좀 괜찮은데 그렇게 자니까 허리가 아파.
1253,요즘은 머리가 한쪽만 지그시 누르는 것처럼 무겁고 아파요.
1254,누가 제 머리 위에 맨홀 뚜껑을 올리고 꾹 누르는 느낌이에요.
1255,오른쪽 관자놀이에 뜨거운 못을 망치로 때려 박는 거 같아요.
1256,새벽에 먹고 싶은 거 다 시켜서 배 터질 것 같아도 먹었어요.
1257,나중에는 맛이 안 느껴져도 안 먹으면 불안해서 먹어요.
1258,"새벽에 그렇게 먹고 일어나면 얼굴이랑 목 심하게 붓고, 회사 가기도 싫고…"
1259,"회사에 신입이 들어왔는데, 눈치도 없고, 하나 가르쳐줘도 다 까먹고… 답이 없는거에요."
1260,그때부터 먹는 걸로 스트레스를 풀었던 것 같아요.
1261,7월부터 먹는 걸로 스트레스 풀었던 거 같아.
1262,요즘 너무 피곤해요.
1263,그래서 피곤하긴 했어.
1264,약간 피곤하긴 해도 딱히 스트레스 받는 일은 없었어.
1265,자도 잔 것 같지도 않아요.
1266,몸이 휘청댈 만큼 피곤하지만 머리가 잠 들지 못하는 느낌이예요.
1267,어제도 네 시간 겨우 잤나. 근데 계속 자다 깨다 반복해서 너무 피곤해.
1268,모든 사람들이 다 내 흉을 보는 것 같은거에요.
1269,학교에서도 애들 얘기하고 있으면 내 욕 하냐고 막 싸우고 그랬어요.
1270,선생님이 날 미워해서 사사건건 감시한다고 생각해서 수업시간에 소리지르고…
1271,지금도 저 감시하고 있다니까요.
1272,남편이 나 어디 멀리 여행갔다고 거짓말하고 못 만나게 막고 있어.
1273,내 돈도 내 맘대로 못 써. 내 지갑에 든 돈 하나하나 다 세고 감시해.
1274,남편이 꼭 친구들이랑 모임이 생기면 집에 일찍 들어와서 밖을 못 나가게 해.
1275,"돈을 꼬치꼬치 어디다가 썼냐고 물어보지는 않는데, 남편이 나 없을 때 지갑을 한 번씩 확인하는 거 같아."
1276,남편이 나를 너무 사랑해서 매 순간을 감시하는 것 같아.
1277,아무래도 남편이 나 몰래 어머니한테 돈을 보내고 있는 거 같아요.
1278,생활비라고 300만원 정도를 들고 오는데… 곰곰이 생각해보니까 저한테 얼마를 버는지를 정확히 말을 안 하거든요.
1279,얼마 전에 시동생이 차를 샀는데… 남편이 저 몰래 거기다가 돈을 보태준 거 같기도 해요.
1280,"방마다 카메라 달려있고, 집에서 하는 얘기 다 도청되고 있어서 조심해야 해요."
1281,지난 번에 인터넷 하는데 다음 카페에 내가 어제 한 일이 시간별로 다 올라와있는거에요.
1282,제가 얼마나 놀랐겠어요? 학교 동창회 카페에도 제 사생활이 버젓이 올라가 있어요.
1283,"원래 잠자는 데 별 문제가 없었는데, 오늘 아침에 일어났는데 숨을 잘 못 쉬겠는거야."
1284,"비행기도 오래 타고, 러시아 가서 고산지대만 돌아다니니까 갑자기 호흡곤란 오고…"
1285,"작년에 공부한다고 도서관에 갔다 집으로 돌아왔는데, 현관 들어서자마자 숨이 턱 막혔어요."
1286,숨이 안 쉬어지고 갑갑해요.
1287,가슴이 갑갑하고…. 호흡이 너무 불편해요.
1288,밤에 들어오면 가슴이 답답하고 숨도 잘 안 쉬어지는 것 같고.
1289,눈앞에 벌레같은게 보일 때도 있어. 진짜 벌레인줄 알고 소리 질렀는데 자세히 보니까 아무것도 아니더라구..
1290,가끔 환시가 보이기도 해요.
1291,그런데 그 뒤로 가끔 눈에 헛게 보여.
1292,가만히 누워있으면 뭔가 시계소리 같은 게 규칙적으로 들렸어요. 정확히 뭔지는 모르겠어요.
1293,귀에서 계속 시계 초침 돌아가는 소리가 나더라고요.
1294,아무 데서도 소리가 날 곳이 없는데… 시계 초침 소리가 밤에 자려고 눕기만 하면 들려오는 거예요.
1295,몇 시간을 그렇게 고생하니까 병원 갈 기력도 없더라고요.
1296,온 몸에 힘이 풀리더라구요.
1297,한 발자국도 못 움직일 것 같고 온몸에 힘이 빠지고…
1298,할 수 없어서 대학병원에 입원해서 정밀검사를 해봤어.
1299,방금도 검사 하나 받고 왔어요.
1300,그래서 예약 잡아서 정밀검사 하고 오는 길이에요…
1301,그런데 아무 이상이 없다는 거야.
1302,검사를 하니까 이상이 없대요.
1303,"동네 내과 가서 검사를 받아봤는데, 큰 이상은 없고… 암이랑 증상이 비슷하다는 거예요."
1304,좋다고 하는 병원들은 다 찾아갔거든?
1305,아까 병원 갔다왔거든.
1306,병원 갔더니 저혈압이 심하긴 한데 그래도 죽을 정도는 아니래.
1307,병원에 입원해서 검사를 받았는데 아무 이상이 없대요.
1308,병원 가서 검사해봐도 별 문제가 없다는데 왜 이러는지 모르겠어요.
1309,병원에 가서 검사해봐도 별 문제 없다는데 왜 자꾸 이러는지 모르겠어.
1310,그래서 고등학생 때부터 병원에서 약 타서 먹었어.
1311,앞으로 계속 약을 먹어야 한다고 그러더라.
1312,할 수 없이 약을 다시 먹기 시작했어요.
1313,근데 약을 먹었는데도 안 낫더라고. 다른 병원가도 별 이상이 없대고…
1314,근데 웃긴 게 별 이상이 없다는 거야. 시력이 떨어진 것도 아니래.
1315,이 병원 저 병원 다 가봤는데 시원한 소리를 하나도 못 들었어.
1316,다행히 주변 사람들이 신고를 해줘서 응급실로 바로 갔어요.
1317,"그 사람이 응급실 의사한테 뭐라고 속닥거리니까, 저보고 갑자기 응급처치 끝났다고, 나가라고 하더라구요."
1318,파편이 튀어서 그 때 저도 응급실 가서 치료 받기도 했고…
1319,지금 상태가 너무 안 좋아서 학교 안 나가고 있어요.
1320,진짜 심해진 거 같긴 해요.
1321,그런데 증상이 나빠진 거 같아.
